['CloudFlare DNS: 141.101.64.0/18', '63359', 'narkop.sx', '141.101.116.253']
['CloudFlare DNS: 141.101.64.0/18', '63413', 'treechan.org', '141.101.117.85']
['CloudFlare DNS: 141.101.64.0/18', '63415', 'treechan.org', '141.101.116.85']
['CloudFlare DNS: 141.101.64.0/18', '63459', 'kuri-smesi.ru', '141.101.117.220']
['CloudFlare DNS: 141.101.64.0/18', '63463', 'growerland.net', '141.101.116.217']
['CloudFlare DNS: 108.162.192.0/18', '63602', 'beri-optom.com', '108.162.196.72']
['CloudFlare DNS: 108.162.192.0/18', '63611', 'beri-optom.com', '108.162.196.72']
['CloudFlare DNS: 108.162.192.0/18', '63845', 'ganjeprom.biz', '108.162.196.236']
['CloudFlare DNS: 141.101.64.0/18', '63897', 'kupno.ru', '141.101.117.208']
['CloudFlare DNS: 162.158.0.0/15', '63909', '7chan.org', '162.159.251.184']
['CloudFlare DNS: 141.101.64.0/18', '63926', 'teenpornclub.biz', '141.101.116.194']
['CloudFlare DNS: 141.101.64.0/18', '64069', 'growerland.net', '141.101.116.217']
['CloudFlare DNS: 141.101.64.0/18', '64210', 'legal-kaif.com', '141.101.117.174']
['CloudFlare DNS: 162.158.0.0/15', '64281', '7chan.org', '162.159.250.184']
['CloudFlare DNS: 108.162.192.0/18', '64323', 'ganjeprom.biz', '108.162.197.236']
['CloudFlare DNS: 108.162.192.0/18', '64344', 'timetorelax.biz', '108.162.196.252']
['CloudFlare DNS: 108.162.192.0/18', '64345', 'ganjeprom.biz', '108.162.197.236']
['CloudFlare DNS: 141.101.64.0/18', '64346', 'legal-empire.com', '141.101.116.252']
['CloudFlare DNS: 108.162.192.0/18', '64347', 'best-maza.net', '108.162.199.177']
['CloudFlare DNS: 108.162.192.0/18', '64395', 'super-narkota.ru', '108.162.197.16']
['CloudFlare DNS: 108.162.192.0/18', '64396', 'mskspice.com', '108.162.197.166']
['CloudFlare DNS: 108.162.192.0/18', '64398', 'poroshki.net', '108.162.197.129']
['CloudFlare DNS: 199.27.128.0/21', '64399', 'delay-vblvod.com', '199.27.134.37']
['CloudFlare DNS: 199.27.128.0/21', '64400', 'delay-vblvod.com', '199.27.134.37']
['CloudFlare DNS: 141.101.64.0/18', '64429', 'legal-mafia.com', '141.101.117.100']
['CloudFlare DNS: 108.162.192.0/18', '64443', 'narkopult.biz', '108.162.199.231']
['CloudFlare DNS: 108.162.192.0/18', '64471', 'ganjeprom.biz', '108.162.196.236']
['CloudFlare DNS: 108.162.192.0/18', '64480', 'zacepi.com', '108.162.196.94']
['CloudFlare DNS: 108.162.192.0/18', '64522', 'goodspice.biz', '108.162.198.236']
['CloudFlare DNS: 108.162.192.0/18', '64707', 'zakladku.com', '108.162.199.214']
['CloudFlare DNS: 141.101.64.0/18', '64719', 'swimpool.info', '141.101.117.145']
['CloudFlare DNS: 141.101.64.0/18', '64721', 'legal-kaif.com', '141.101.117.174']
['CloudFlare DNS: 108.162.192.0/18', '64745', 'mrspice.biz', '108.162.197.125']
['CloudFlare DNS: 162.158.0.0/15', '64867', 'psyhoforum.biz', '162.159.243.195']
['CloudFlare DNS: 141.101.64.0/18', '64888', 'world-chemical.com', '141.101.113.144']
['CloudFlare DNS: 108.162.192.0/18', '65252', 'jahgrow.com', '108.162.198.16']
['CloudFlare DNS: 141.101.64.0/18', '65253', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65254', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65255', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 108.162.192.0/18', '65256', 'swimpool.info', '108.162.193.171']
['CloudFlare DNS: 141.101.64.0/18', '65257', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65258', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65259', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65260', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65278', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65279', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65280', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65281', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65282', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65283', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65284', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65285', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65286', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65287', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65288', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65289', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65290', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65291', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65292', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65293', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65296', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65297', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65298', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65299', 'swimpool.info', '141.101.117.145']
['CloudFlare DNS: 141.101.64.0/18', '65300', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65301', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65302', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65303', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65304', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65305', 'swimpool.info', '141.101.116.145']
['CloudFlare DNS: 141.101.64.0/18', '65306', 'swimpool.info', '141.101.116.145']
